id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-NBXiI6EZRLlw9ZVKi8K	Until 7:20	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N5jxG8BbcPbB-fkDXgs	In this step blanching the duck plays a crucial role	612517df29cd32c6632b4a44	55-64	female	active	0	1	1	45 or older
-N5k1KejOa03K6Ld0Ox-	It's sad they aren't easier to find, because they make a damned fine sauce.	612517df29cd32c6632b4a44	55-64	female	active	0	0	Zero. The text does not contain any factual information.	45 or older
-NBX_0QtVJYIeGP65hvz	I'm sorry I do not have a video on how to spatchcock a bird. However, you could leave the bird whole.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-NBM6c-b1o9sI-ts0L-s	Also be aware of the chemical processes that are going on in this step which is called brining.	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-NBX8qxhQocgPjIYX0IQ	You need 3/4 ounce (about 2 tablespoons) grated Parmigiano Reggiano and  3/4 ounce (about 2 tablespoons) Pecorino Fiore Sardo	coe2XtNapn	25-34	female	passive	0	2	Two.	younger than 45
-NBX1xdV4XBRNwuQSwMT	Do you want to hear more?	XYjHSL2Ky3	25-34	female	active	0	0	0	younger than 45
-NBNJfrnSmHEzX2JMQ9y	In this step, temperature is key when making the Soufflé	j6iz4akqr2	25-34	female	active	0	1	1	younger than 45
-NBXcHFzgJeX2b3CJnag	Do you have any questions about this step or would you like to go to the next one?	eiRY3df7Aq	35-44	male	active	0	0	0	younger than 45
-NBN4zFc2rHAdysrs8kx	Do you have any other questions about this step?	v684ge8cmo	35-44	female	active	0	0	0. There are no facts presented in this text, as it is a question asking for clarification.	younger than 45
-NBMy6eg9TB07yTILZtp	The way in which you cut apples here is a crucial step when making apple pie	v684ge8cmo	35-44	female	active	1	1	1	younger than 45
-NBX1u5m3MTKP08VIvQJ	Yummy :)	XYjHSL2Ky3	25-34	female	active	0	0	0	younger than 45
-NBSRIX8i4fn7FZKuWkq	Usually, a soufflé will deflate as soon as it leaves the oven.	tcYis3RLgY	25-34	female	passive	1	1	1	younger than 45
-NBMxji9WuXbMTbsqZ94	While it's often said that when making apple pie, using a variety of apples can create depth of flavor. However, this can also introduce unnecessary variables into the equation, with some types of apples breaking down more quickly to flood the pie with juice.	v684ge8cmo	35-44	female	active	1	2	Two facts.	younger than 45
-NBM4Vc_a2KIh2KpZR27	Hello.  How can I help you? :)	o9UbVjHVrS	25-34	female	active	0	0	0. There are no factual statements or information in this text.	younger than 45
-NBSQ8zr8Twwr695GZX9	https://www.seriouseats.com/thmb/Z7oTQqfqYjrW7z6XBsM7JEUlEtA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-yolks-mixing-1500x1125-4a46fe3fbb9d4cb4a4b4f38eaded6793.jpg	tcYis3RLgY	25-34	female	passive	0	0	There is no way to determine the number of facts in the text without knowing what text is being referred to. The link provided is for an image of a cheese soufflé, so there is no text to count facts from.	younger than 45
-N5txIbcIqZp6vSAx7R0	It's also important to note that waiting to add the tapioca starch prevents it from interfering with maceration.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
-NBMSFbczk6JzL-iBRvI	S parisian gnocchi are somewhat of an oddity in the Western repertoire, in that they're made with a hot water dough—much like Chinese-style dumpling or stretched noodle dough.	ozf8rdojjw	45-54	female	active	1	1	One.	45 or older
-N4Mr7l1C7sZUBvsitva	Yes, precisely!  Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution.  As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).	57272517e386b9000e3e2b72	45-54	female	active	1	2	2	45 or older
-NBMwUY-_Cy9BqLiSxOe	Do you have any questions about the ingredients you need to make apple pie?	v684ge8cmo	35-44	female	active	0	0	0. There are no facts presented in this text.	younger than 45
-NBMxBjqfhMw0snWR0Md	"Tapioca is a starch extracted from the storage roots of the cassava plant (""Manihot esculenta"")."	v684ge8cmo	35-44	female	active	1	1	1	younger than 45
-NBMETSRSCXs9XVP3kpy	https://www.seriouseats.com/thmb/h52be-jGnnuvtiBgP76D5eFTQoM=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-11-c013e3a64c094fdda5a1b0a77246195f.jpg	o9UbVjHVrS	25-34	female	active	0	0	There are no facts in this text, only a link to an image.	younger than 45
-NBGslySN1gXA3lhOvRS	Thank you. You’re at the end.	mmhHDA6eue	18-24	female	passive	0	2	2	younger than 45
-NBIP3nX8lL0yLAS5wpA	I'm sorry, I do not think I have this information.	bKBDfgUAa3	35-44	male	passive	0	0	0	younger than 45
-N5ttwbbgeGYxrNghA_m	This is step 2:  Measure 50 ounces sliced apples (11 rounded cups; 1.45kg) into the bag, seal tightly, and tumble until roughly coated. Macerate at room temperature, flipping the bag occasionally to distribute the syrup, until the apples have lost a third of their volume, at least 3 hours. The apples can be held up to 8 hours in the fridge.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	4	4 facts. 1. The instruction is step 2. 2. The recipe requires 50 ounces of sliced apples. 3. The apples should macerate at room temperature for at least 3 hours. 4. The apples can be stored in the fridge for up to 8 hours.	younger than 45
-NBRng2-rorMUgji1YLK	But speaking of mortar and pestle:	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-N4Df5ci2vuEgWsQmeDI	Yes, one piece at a time, transfer the coated chicken to a fine-mesh strainer and shake to remove excess flour.	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	1	1	younger than 45
-NBXAzdXel2FGl_1UxBl	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese. If you can find the Fiore Sardo, it will make a marginally better pesto sauce, but Pecorino Romano makes a darned good one, too (and, frankly, Parmigiano-Reggiano alone makes a great one as well).	coe2XtNapn	25-34	female	passive	3	3	3	younger than 45
-NBHnRK7I724bXIhPnR7	When whisking the egg whites, the shape of the glossy peak is important.	rEG2v4CE7m	35-44	male	active	1	1	1	younger than 45
-NBNJvsi_8Mx_RSZ5BfK	Do you have any questions about this step?	j6iz4akqr2	25-34	female	active	0	0	0	younger than 45
-NBX0eszwzR8KKvYcmif	Yes. The last gnocchi that drops in shouldn't be too far behind the first one that entered the pool. Once they've finished cooking, you fish them out and start again with the next batch.	XYjHSL2Ky3	25-34	female	active	0	2	2	younger than 45
-NBM7E1ziBe_CHdaOESy	Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture.	o9UbVjHVrS	25-34	female	active	1	2	2	younger than 45
-N4DcZ8bL89GZoeRPLtF	Usually, you should be brining your chicken breast anywhere from 30 minutes to two hours. However, a much, much longer brining time mitigates the effects of high-temperature frying, delivering a uniquely smooth, juicy texture to the meat.	55b3120cfdf99b6ef6263a71	25-34	female	passive	1	2	Two facts.	younger than 45
-N6JnCsy8p7I76D5JPOy	So my suggestion is	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0. There are no facts in this text.	45 or older
-NBSSYes6CGh4p2_-VUw	Sure.	tcYis3RLgY	25-34	female	passive	0	0	0 (There are no facts in the provided text)	younger than 45
-N5k00AntAHSzPAPsAND	Before going to the next step, do you have any questions about the preparation of the sauce Gastrique?	612517df29cd32c6632b4a44	55-64	female	active	0	0	0	45 or older
-N5jxnL_DyulQ9S7X8JJ	You should refrigerate uncovered for at least 1 hour and up to 24 hours.	612517df29cd32c6632b4a44	55-64	female	active	0	1	1	45 or older
-NBWysG21cDBvvW5-jUv	Do you want to hear more?	XYjHSL2Ky3	25-34	female	active	0	0	0	younger than 45
-NBHn0irPW_DIsOOta2z	I'm curious. Did you try do make soufflés before?	rEG2v4CE7m	35-44	male	active	0	0	0	younger than 45
-NBHntKlEyq5pZIP_o5W	So Step 6 is the whisking part. This is also very crucial for the success of your soufflée.	rEG2v4CE7m	35-44	male	active	0	2	2	younger than 45
-NBXjWqYEk-gvWGLUlMK	Can you rephrase this?	eiRY3df7Aq	35-44	male	active	0	0	0	younger than 45
-NBRrYspACgu2T29B_Ok	Basil is sensitive to cold, with best growth in hot, dry conditions. It behaves as an annual if there is any chance of a frost. However, due to its popularity, basil is cultivated in many countries around the world. Production areas include countries in the Mediterranean area, those in the temperate zone, and others in subtropical climates. Although basil grows best outdoors, it can be grown indoors in a pot and, like most herbs, will do best on a sun-facing windowsill. It should be kept away from extremely cold drafts, and grows best in strong sunlight, therefore a greenhouse or row cover is ideal if available. It can, however, be grown even in a basement, under fluorescent lights.	8nJXjVjBTQ	18-24	female	active	3	8	There are eight facts in this text.	younger than 45
-N5txoajPQtvjM3WLZfW	Before we go next, I want to highlight the selection of the pie shell. Which kind of shell do you pick?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
-N5jvW9ZWrJ9kDtOAihS	https://cdn.jwplayer.com/v2/media/MULAFKQe/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/MULAFKQe.mp4	612517df29cd32c6632b4a44	55-64	female	active	0	0	There are zero facts in this text. It is a technical URL for a video file and does not contain any factual information.	45 or older
-NBHqHStaJb2YKpSh_lU	Alright then.	rEG2v4CE7m	35-44	male	active	0	0	There are zero facts in this text - it only contains a brief prompt or response.	younger than 45
-NBHlrlKHBVAwmsJkUsK	Egg yolks get whisked in for even more richness, and, when in the oven, coagulation—as the eggs cook, they set, just like when you fry or scramble them, allowing the soufflé to hold onto its loft for at least some time before deflating.	rEG2v4CE7m	35-44	male	active	2	2	2	younger than 45
-N6JlC3f_sg-a_eJEvLc	That's perfect! That's exactly what you should have!	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0	45 or older
-NBWxu4C0qDeIeTTeKgB	Let me see...	XYjHSL2Ky3	25-34	female	active	0	0	0 (There are no facts provided in this text.)	younger than 45
-NBXjFwU-02r0FUcjOcz	Do you have any questions or would you like to go to the next step?	eiRY3df7Aq	35-44	male	active	0	0	0 (There are no factual statements in the given text, only a question and a suggestion)	younger than 45
-NBXZkdZKCk-6nCM6arS	Sure, let me see what I can find!	eiRY3df7Aq	35-44	male	active	0	0	There are no facts in this text.	younger than 45
-NBXeySQXCNUp-NAw5xU	https://www.seriouseats.com/thmb/dhpbbTIgwxubAJm-1iyvmRaydvA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-31-1500x1125-97079d893caf4933a28aadb30b532bb3.jpg	eiRY3df7Aq	35-44	male	active	0	0	There are zero facts in this text.	younger than 45
-NBIOpXXTT7GqjXgQp79	Thanks for the question.  Give me a moment...	bKBDfgUAa3	35-44	male	passive	0	0	0	younger than 45
-NBRomSND2cmD6X7HJd7	Oh it does. One question: Did you toast the nuts?	8nJXjVjBTQ	18-24	female	active	0	1	"There is only one fact in this text, which is the statement ""Oh it does."" The rest is a question and a comment, which are not facts. Therefore, the answer is 1."	younger than 45
-N4DhJzXHy5KIOhaX7Qj	No, you should bake until thickest part of breast pieces registers 150°F (65.5°C) on an instant-read thermometer, and thigh/drumstick pieces register 165°F (74°C), 5 to 10 minutesThen remove chicken pieces as they reach their target temperature.	55b3120cfdf99b6ef6263a71	25-34	female	passive	1	3	3 facts. 1. Thickest part of breast pieces should register 150°F (65.5°C) on an instant-read thermometer.     2. Thigh/drumstick pieces should register 165°F (74°C) on an instant-read thermometer.     3. Chicken pieces should be removed as they reach their target temperature.	younger than 45
-NBWuOW7FKQsLds-Xlzn	Gnocchi are commonly cooked on their own in salted boiling water and then dressed with various sauces depending on the type of gnocchi and recipe used. Adding salted butter as well might be too much salt then	XYjHSL2Ky3	25-34	female	active	2	2	2	younger than 45
-N9kGT5z_LOjAqD60YZv	it should be all mixed together	60c48655811ab33a8f77dd34	18-24	female	passive	2	1	"There is only one fact in this text, which is ""it should be all mixed together."""	younger than 45
-N96L0rNsPrKIrVJwqs_	https://www.seriouseats.com/thmb/LsksINgo0eplkplKzuzPlUc2P6M=/610x458/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2013__09__20130827-gnocchi-parisian-souffle-03-8055e2ed51894009995e78844d770af7.jpg	5fdbb3b4e66d7f061f78ea21	35-44	female	passive	0	0	There are zero facts in this text as it is a URL to an image.	younger than 45
-N5k3BxsRwacXqmfPaAs	https://www.seriouseats.com/thmb/IZbU4f2NUb3HlMEYjdSHYM5I83c=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-24-004f63ed73484c5b99fd98e8df6a7e37.jpg	612517df29cd32c6632b4a44	55-64	female	active	0	0	There are no facts in this text, as it is a link to an image.	45 or older
-N5k-JRocdsyPCefknx8	Yes that's correct! First, the meat all over is on the darker side, giving it a richer, oilier texture that can better withstand the drying effects of high temperatures. Second, and even more important, is the duck's luxuriously fatty skin, which insulates the meat and bathes it in mouth-coating rendered fat, ensuring each bite is unctuous. You can cook the crap out of a duck and as long as you eat it with the skin, it will never seem dry.	612517df29cd32c6632b4a44	55-64	female	active	2	2	Two.	45 or older
-NBMRIGVpo6AS73pgvL7	Ok, should we go to the next step? Remember that you can go from one step to another in this recipe by simply typing previous or next	ozf8rdojjw	45-54	female	active	0	0	0 (There are no facts provided in the text)	45 or older
-N6Jn99lGv5sFFKgimMi	When pesto first became popular in the United States, however, Fiore Sardo was pretty much unavailable here, so recipe writers substituted the next best available thing: Pecorino Romano.	5ea196f089935b04d2ee69d9	45-54	female	active	1	1	1	45 or older
-N5u1fUYzE1IVyjhHd4z	https://www.seriouseats.com/thmb/pRw1zHpnfrE3uAM76EKRelb4aUc=/1500x1000/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik-1-d491465470714b4f88832e9d33b0fdf8.jpg	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There are zero facts in this text as it is a URL for an image and does not contain any informational content.	younger than 45
-N5k0q8LrHdd2k1NwoMO	Yes precisely!  To do it, you add water to the sugar first, which wets and dissolves it, speeding up the caramelization process while helping to prevent scorching. The water cooks off as the mixture boils (which, incidentally, you can swirl and stir and otherwise monkey with to ensure even browning, no wet pastry brush needed), and it's clear to the eye when the caramel reaches a nice deep amber color. At this point, you can add the vinegar in very small additions, gently swirling as you do; it will boil and bubble violently, so take your time to avoid a boil-over. Some of the sugar might seize up a bit, but if you keep swirling, it'll dissolve back into the solution quickly.	612517df29cd32c6632b4a44	55-64	female	active	3	3	There are 3 facts in this text: 1) Adding water to sugar speeds up the caramelization process and prevents scorching     2) The water cooks off as the mixture boils and the caramel turns amber in color     3) Vinegar can be added in small additions, causing boiling and bubbling, and some sugar may seize up but will dissolve back into the solution if stirred.	45 or older
-N9kDHWg72FY2T6q1-XX	it is recommended to pound the garlic to a paste.	60c48655811ab33a8f77dd34	18-24	female	passive	0	1	1	younger than 45
-NBX_1OkjluCBb2VAnuM	Spatchcocking the bird offers some benefits: you get the backbone as scrap, which you can add to the other scrap parts to enhance the sauce; it's slightly faster; and you get better browning and crisping on the skin around the thighs.	eiRY3df7Aq	35-44	male	active	3	3	Three.	younger than 45
-NBX8S2Rd7S91qztSOLG	One shortcut most people take with pesto sauce is using a food processor, which turns a somewhat laborious process into one of the quickest and easiest of sauces to put together.	coe2XtNapn	25-34	female	passive	0	1	One.	younger than 45
-NBRpULdfoHHCawiZdRI	The verdict: Toasting is not worth it.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBRoJJk2iDiiK7RYchI	You can even see visual differences	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBN54yYGv1IdYXufhSY	You reached the last step in this recipe! Well done!	v684ge8cmo	35-44	female	active	0	1	One.	younger than 45
-NBNNr2UvqLGnKS8RWW-	I'm sorry, I do not think I have this information	j6iz4akqr2	25-34	female	active	0	0	0	younger than 45
-NBXcjc55UeunRrlRyHp	I would recommend using it as it will help darken an overly white stock	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N5tzvwU9VPAmRacq1ME	In this step, it is important to cut vents in the pie. Why is that do you think?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	One fact.	younger than 45
-NBMSUQDaszfJG6Airyi	Adding butter and other fats to the dough will further diminish its gluten-forming abilities.	ozf8rdojjw	45-54	female	active	0	1	1	45 or older
-NBRsnzmHErLgDiqN30w	Great!	8nJXjVjBTQ	18-24	female	active	0	0	0 (There are no facts stated in the text.)	younger than 45
-N5u0bkEUZVrm_yAVJJS	It is significantly cooler than the goal temperature for most fruit pie fillings, which are typically brought to a full boil, but it keeps the apples tender rather than mushy and avoids the problem of a watery pie. When brought to a boil, apples break down and release their juices completely, flooding the pie. A slightly-cooler-than-standard target temperature keeps the apples plump and juicy, with enough structure to retain their own water content, so there isn't as much need for starch.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	3	3	3	younger than 45
-NBN1ZV6Ntx2Y_sTahOY	Chilling ensures the dough is cold to start, which keeps the crust flaky and light.	v684ge8cmo	35-44	female	active	1	1	1	younger than 45
-NBRp792reUQwhksWJ6x	So in many recipes the pine nuts are tossed directly into the sauce, but it is unclear whether there is any benefit to toasting them first, which would enhance their nutty flavor.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBWzP2q4PTa4kVDgSZA	Let me tell you	XYjHSL2Ky3	25-34	female	active	0	0	0 (since user instructions are excluded)	younger than 45
-NBHlvIfG0_NfA5lNmqB	interesting, right?	rEG2v4CE7m	35-44	male	active	0	0	0	younger than 45
-NBMEHEcc5YdHZBTlP2e	Once the chicken was breaded, the later batches always come out better than the earlier ones as bits of the flour mixture clump together, making for an extra-craggy coat.  Adding a couple tablespoons of buttermilk to the breading mix and working it in with your fingertips before dredging the chicken simulates this effect nicely.	o9UbVjHVrS	25-34	female	active	0	2	2	younger than 45
-NBHeZwsWGPwRNH9Q1Fb	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare a Savory Cheese Soufflé. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	rEG2v4CE7m	35-44	male	active	0	2	2	younger than 45
-NBXj3anP-XybjhO-cNx	Almost done! 4 more steps to go!	eiRY3df7Aq	35-44	male	active	0	1	1 fact.	younger than 45
-N5u0R7GgB2iCJjTYQov	Can you think of an advantage to cooling it down whilst baking the pie?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	There is only 1 fact in this text: the question asks if there is an advantage to cooling down the pie while baking.	younger than 45
-NBMWh5lt0k2qtoBh1Po	Are you planning to use a stand mixer or a wooden spoon in this step?	ozf8rdojjw	45-54	female	active	0	0	0 (There are no facts in this text. It is a question about a person's plan to use a stand mixer or a wooden spoon.)	45 or older
-N5k277cbKXajarwE_SX	I'm starting to get hungry...but don't worry 5 more steps to go!	612517df29cd32c6632b4a44	55-64	female	active	0	1	1	45 or older
-NBSSpjspUV4wvfVMo65	Give me a moment	tcYis3RLgY	25-34	female	passive	0	0	0	younger than 45
-NBM8Iyq9xzk6TxtAT6G	Oh yes!	o9UbVjHVrS	25-34	female	active	0	0	As an AI language model, I do not have access to the actual text that you are referring to. Please provide me with the text, so that I can accurately count the number of facts in it.	younger than 45
-N5ttb5GXlF051usdJPg	Not only does this minimize cleanup down the road, it limits the fruit's exposure to air, meaning less oxidation, and it lets me toss everything together without making a mess. ( A five-quart-capacity bowl will do the same thing, but that will also increase the fruit's exposure to air.)	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	1	3	3	younger than 45
-N5tyJnLjAy4lwwi9pNW	Which one do you think is best for apple pies?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There are no facts in this text.	younger than 45
-N8YLCEp0iNfj8B6addm	I'm sorry but I do not have an answer to that question	608b0f7f4699c09aa348c57f	35-44	male	passive	0	0	0	younger than 45
-N5u-RnunVSKc0MFSw_q	https://www.seriouseats.com/thmb/AYy6Y1DaXpXOJhdn3S8_k92OFSs=/1505x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik_collage-4-48c05645070f4be9bd81145bad26c71a.jpg	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There are zero facts in this text.	younger than 45
-N9kCME2_VM37IKlDeLX	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare pesto. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	60c48655811ab33a8f77dd34	18-24	female	passive	0	3	3	younger than 45
-NBXDm-5yA8vFdN9pOC2	I'm sorry, I do not think I have this information. But your assumption seems plausible.	coe2XtNapn	25-34	female	passive	0	0	There are no facts in this text.	younger than 45
-NBN4S9NsGoLkBrw62tz	before going to the next step, can I ask you why you think we should bake our cake at a temperature that is significantly cooler than the goal temperature for most fruit pie fillings?	v684ge8cmo	35-44	female	active	0	1	1	younger than 45
-NBRoCU1V6CPQQJJoT3X	That large pestle head was perfect for efficiently smashing the garlic to paste, and the pine nuts, too.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBHqoHcbmXcfPD9h-RS	Thank you. You’re at the end.	rEG2v4CE7m	35-44	male	active	0	2	2	younger than 45
-NBX_8ptijuC3nmhvU_s	On the other hand, you get slightly less crisping on the skin over the breast, which is centered in a protective pocket of cooler air.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N9kGIU45TegbAivZFfS	https://www.seriouseats.com/thmb/6uKLgGvoO8b1hMKMPAeiySAlP2I=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180706-pesto-vicky-wasik-garlic-pinenuts-1500x1125-25ce13e01bc14328895a01caeb910364.jpg	60c48655811ab33a8f77dd34	18-24	female	passive	0	0	There are no facts in this text, only a URL for an image.	younger than 45
-NBGoa6gvOs4QssieP7C	"So maceration is the ""magic"" (really science) of applied osmotic pressure. The sugar mixture will draw fluid out of the fruit.  Macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking."	mmhHDA6eue	18-24	female	passive	3	2	2	younger than 45
-N9kFv6yl_Ni1gnVNz4P	You should use 3/4 cup (175ml) mildly flavored extra-virgin olive oil	60c48655811ab33a8f77dd34	18-24	female	passive	0	1	1	younger than 45
-NBMHQdNcH-J58lGxLnd	Thanks :-D	o9UbVjHVrS	25-34	female	active	0	0	There are no facts in this text, only an expression of gratitude. Therefore, the response is 0.	younger than 45
-NBMF8vcfIrDLphxKlMD	Buttermilk is a fermented dairy drink. Traditionally, it was the liquid left behind after churning butter out of cultured cream. However, most modern buttermilk is cultured. It is common in warm climates (including the Balkans, South Asia, the Middle East and the Southern United States) where unrefrigerated fresh milk sours quickly. Buttermilk can be drunk straight, and it can also be used in cooking. In making Soda bread, the acid in buttermilk reacts with the raising agent, sodium bicarbonate, to produce carbon dioxide which acts as the leavening agent. Buttermilk is also used in marination, especially of chicken and pork, which the lactic acid helps to tenderize, retain moisture and allows added flavors to permeate the meat.	o9UbVjHVrS	25-34	female	active	7	7	7	younger than 45
-N5tyFKa67-NpgAKthZC	So you could pick, for instance, a ceramic plate, aluminium and glass. These are the most common ones.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	2	2	younger than 45
-NBXaMerAxtEVSSQz5Dh	Yes precisely. Wings are usually segmented into three parts. Drumette is one of the three.	eiRY3df7Aq	35-44	male	active	2	2	2	younger than 45
-N5k3ViHoZRHc2HASmeo	k let me see what I can find :)	612517df29cd32c6632b4a44	55-64	female	active	0	0	There are zero facts in this text.	45 or older
-NBSQ8kKkTNt-y6NQGSG	There is a picture for the béchamel sauce:	tcYis3RLgY	25-34	female	passive	0	1	One.	younger than 45
-NBHfwN2jweVVRbbzJlT	Was it helpful?	rEG2v4CE7m	35-44	male	active	0	0	0	younger than 45
-NBfzIlMGtQ9f4jAihaC	Feel free to ask any questions you have.	h8x8QLzyCx	25-34	female	passive	0	0	0	younger than 45
-NBSTELXXIxtolBhtDSn	For the soufflée, cream of tartar helps form more stable beaten whites that are less prone to breaking and weeping. It is an acid that also prevents sulfur bonds from forming.	tcYis3RLgY	25-34	female	passive	1	2	Two.	younger than 45
-N4YUAPIXtzLVWsXwI7P	I'm sorry I do not have answer for this question	5c8d1bee1bb19f00019d519e	45-54	male	passive	0	0	0	45 or older
-NBX7dE7MCsOXBRDHs-P	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Pesto alla Genovese. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	coe2XtNapn	25-34	female	passive	0	2	Two.	younger than 45
-N5u-VzP5OpKdAzk3Dia	No for Step 5:  To Bake: Place pie on a parchment-lined aluminum half sheet pan and bake until 195°F (91°C) in the very center, about 75 minutes. This is easiest to monitor with an in-oven digital thermometer, which can be programmed to chime on reaching the target temperature.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	3	3	younger than 45
-NBMwfUUhzPUR_xsrJse	That's a great question! Kosher salt or kitchen salt is coarse edible salt without common additives such as iodine. Used in cooking and not at the table, it consists mainly of sodium chloride and may include anticaking agents.	v684ge8cmo	35-44	female	active	1	2	The number of facts in this text is two.	younger than 45
-N8YP9YNaBm4GDsXvatW	An apple pie is, on occasion, served with whipped cream or iced cream	608b0f7f4699c09aa348c57f	35-44	male	passive	1	1	1	younger than 45
-NBWtLIIwJAKQbUNUnlr	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Parisian Gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	XYjHSL2Ky3	25-34	female	active	0	4	"1. Learning how to prepare Parisian Gnocchi. 2. Need to have all the ingredients and tools. 3. Participants can ask questions. 4. Participants can start cooking by saying ""start"".  There are 4 facts in this text."	younger than 45
-NBHlUycweBFwsuZ9waP	Before going next, what do you think is the important thing about the egg yolk?	rEG2v4CE7m	35-44	male	active	0	0	0 facts.	younger than 45
-NBHnHAjDosMFGiG1LoH	Before we proceed and since you want to do this anyway, I have another hint for you	rEG2v4CE7m	35-44	male	active	0	0	Zero facts.	younger than 45
-NBRqv638mGfm-Xh6tNB	The best option would be some basil from Liguria itself, but you probably don't have access to the prized basil of that region.	8nJXjVjBTQ	18-24	female	active	0	2	2	younger than 45
-NBMz19j_4qNc4kh6Ka8	In this context,  macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking.	v684ge8cmo	35-44	female	active	1	1	1	younger than 45
-NBXg3tRUmAGhDPP79za	Even if you need to make sure the internal duck temperature is  150°C that's not essential when roasting the duck.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N6JnHaX-JNCJ-9vohv4	Add  equal parts of Parmigiano-Reggiano and Pecorino Fiore Sardo	5ea196f089935b04d2ee69d9	45-54	female	active	0	1	One.	45 or older
-N5k0GPi995csvFWXOJC	There are 3 possible ways of making it.	612517df29cd32c6632b4a44	55-64	female	active	0	1	1 (There is only one fact in the text)	45 or older
