conv_id	condition	utterance_id	participant	length_char	length_words	utterance
coe2XtNapn	passive	-NBXBcq5r2ZFM592T56m	user	314	54	Thank you, that is helpful. It is much easier to find Parmigianio-Reggiano as this is most popular. Can you tell me more about the Southern recipe variations that use sun-dried peppers and tomatoes? You mentioned that they sometimes use almonds instead of pine nuts, why is that and how does this change the taste?
coe2XtNapn	passive	-NBXBjG6u6-Z2EJZoKDF	agent	13	3	Let me see...
coe2XtNapn	passive	-NBXCfeMr5VQPItnZOp_	agent	718	121	So speaking of nuts in pesto:Walnuts are actually a traditional alternative to pine nuts for Pesto alla Genovese; pine nuts have always been scarce, even in early-20th-century Italy.  As a caution, though, you need to get good, fresh walnuts and make sure to get all of the skin off the nuts, or the pesto will taste bitter and rancid.Almonds could also work, although I'd think they'd be rather bland.  The herb pastes which traditionally have crushed almonds -- such as Romanesco sauce -- include some hot pepper.  Again, freshness and getting the skin off is important. As long as you toast them properly first, they are delicious (though not the same as pine nuts, of course -- not nearly as fatty, for one thing).
coe2XtNapn	passive	-NBXD74l0PORRIZwM79O	agent	251	41	In southern recipe variations such as "Pesto alla siciliana", sometimes called "pesto rosso" (red pesto), you have a sauce from Sicily similar to "pesto alla genovese" but with the addition of tomato, almonds instead of pine nuts, and much less basil.
coe2XtNapn	passive	-NBXDU-zaFZt0tyY5dgm	user	169	28	Hmm interesting. I never knew there was so many variations of the traditional recipe. I suppose the different ingredients were also based on what grows in those regions?
coe2XtNapn	passive	-NBXDm-5yA8vFdN9pOC2	agent	87	15	I'm sorry, I do not think I have this information. But your assumption seems plausible.
coe2XtNapn	passive	-NBXDrGbYJTiwL2I3c-U	user	42	7	No problem. Thanks for all the information
coe2XtNapn	passive	-NBXDuQyeMnOq1BqkgDi	agent	15	3	You are welcome
coe2XtNapn	passive	-NBXDweihUbdq1WUjNm1	agent	29	6	Thank you. You’re at the end.
mmhHDA6eue	passive	-NBGmcMezEAYPYlyQkYI	agent	245	46	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Apple Pie. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
mmhHDA6eue	passive	-NBGnEPN3dJ_kP0cHvEW	user	4	1	Next
mmhHDA6eue	passive	-NBGneRvcsYeCiGKeGs-	user	4	1	Next
mmhHDA6eue	passive	-NBGnqBBMEDLt7qFD2IO	user	4	1	Next
mmhHDA6eue	passive	-NBGo33y9RuOwyp6J4sH	user	23	4	What does macerate mean
mmhHDA6eue	passive	-NBGo8C6byqS_8smZsth	agent	13	3	Let me see...
mmhHDA6eue	passive	-NBGoa6gvOs4QssieP7C	agent	240	38	So maceration is the "magic" (really science) of applied osmotic pressure. The sugar mixture will draw fluid out of the fruit.  Macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking.
mmhHDA6eue	passive	-NBGolNp2hFKYA0n6NiU	agent	15	3	Was it helpful?
mmhHDA6eue	passive	-NBGomycRiCStmg2F_rY	user	14	3	Yes, thank you
mmhHDA6eue	passive	-NBGoqgAOjt3kNMu3CMv	agent	15	2	You're welcome!
mmhHDA6eue	passive	-NBGosB1Rd8SrjiFT-G1	user	4	1	Next
mmhHDA6eue	passive	-NBGpJHX3KxAiZF2YArG	user	29	5	Is the apple filling blended?
mmhHDA6eue	passive	-NBGpnp555A87azrCSEn	agent	25	4	Thanks for your question!
mmhHDA6eue	passive	-NBGqExPOKNOoQrQchYA	agent	311	61	So blending the apples in a blender is not required. Instead, put the slices in the pie shell and try to make an effort to nestle the slices together as compactly as you can; it'll take a minute to pile all the apples into a mound, but they'll all fit so long as you've got a standard nine-inch glass pie plate.
mmhHDA6eue	passive	-NBGqWTSsaLhzBh5B9DR	user	14	3	Okay thank you
mmhHDA6eue	passive	-NBGqYkVD2mhLOcJwMqj	user	4	1	Next
mmhHDA6eue	passive	-NBGqflefTc5PWkGo0p2	user	4	1	Next
mmhHDA6eue	passive	-NBGqw7zrgtVoyziB6-x	user	4	1	Next
mmhHDA6eue	passive	-NBGr3F1lTNH76fXBrVl	user	44	9	Can I put leftovers in the fridge or freezer
mmhHDA6eue	passive	-NBGrVg3_OGFxuqVfIfZ	agent	420	70	Great question! Green apples (as used in this recipe) are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. This should be taken into consideration when putting leftovers in the fridge or freezer. However, that only means that it's best served warm—something that's been true of apple pie all along.
mmhHDA6eue	passive	-NBGrb5eqZ-p0pZvtJtL	user	48	11	How long should i warm the apple pie in the oven
mmhHDA6eue	passive	-NBGrkvVPCp6ZlRJR43f	agent	13	3	Let me see...
mmhHDA6eue	passive	-NBGse9ICax9Q4RYWkfW	agent	128	25	Best would be to warm it in a 350°F (180°C) oven to restore the crispy crust and saucy filling. Probably about 15 to 20 minutes.
mmhHDA6eue	passive	-NBGshVW2KlNR5PrFTtO	user	4	1	Next
mmhHDA6eue	passive	-NBGslySN1gXA3lhOvRS	agent	29	6	Thank you. You’re at the end.
5c8d1bee1bb19f00019d519e	passive	-N4YRd9-Mghm45rfM_Ok	user	2	1	Hi
5c8d1bee1bb19f00019d519e	passive	-N4YS8dhNvyTDaEFWyCc	agent	508	88	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Duck à l’Orange. Making Duck à l’Orange is a pretty straightforward process. However, there are certain aspects that you need to learn to successfully prepare this dish. This includes learning about * how to roast a whole duck, * how to make sauce bigarade, * how to make a good brown stock, * how to make sauce gastrique Make sure you have everything you need, and once you are ready we can start cooking.
5c8d1bee1bb19f00019d519e	passive	-N4YSHaaEneJJlfR6nVo	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YSOVHxJbm5LIGzYsG	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YSYE6t8i8PvhN2i_H	user	33	7	What would the spine be used for?
5c8d1bee1bb19f00019d519e	passive	-N4YStXUM2fRE20VJCjb	agent	67	13	Thanks for your question! The spine will be used to make the sauce.
5c8d1bee1bb19f00019d519e	passive	-N4YT-rJ2021bvkVNFgz	user	10	3	Ah, I see!
5c8d1bee1bb19f00019d519e	passive	-N4YT10OaXNXSCUAkbOw	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTCx1izof6VEAZmHZ	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTKxRDeWB3lWD2n9i	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTSs3_NP3AIujgIP9	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTXU7_HQQzV1jBtsz	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTfqciFsKaWZADFXl	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YTxQWqahwDUIBGoDo	user	72	15	Is there any way to tell visually if the stock has been reduced by half?
5c8d1bee1bb19f00019d519e	passive	-N4YUAPIXtzLVWsXwI7P	agent	48	10	I'm sorry I do not have answer for this question
5c8d1bee1bb19f00019d519e	passive	-N4YUFGqyNdJUOSp1nqd	user	6	2	I see.
5c8d1bee1bb19f00019d519e	passive	-N4YUFwK9QzYZdeifCf9	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUGjpjvUKA6VvOzHw	agent	45	10	But a guess would be that it might be lighter
5c8d1bee1bb19f00019d519e	passive	-N4YULmwcibep9OagbnD	user	9	2	Hmm, okay
5c8d1bee1bb19f00019d519e	passive	-N4YUQSRHe9rVBlWrDG0	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUX1JSwDNpoenLAPy	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUdKBLIUjXQPMizhr	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUj_nWS1LFz3AqwIt	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUv-63hSne1L6MyM7	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YUzaYo28NDeslG5D9	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YV5UPUJNoAK9FBsI3	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YV9m7_Ss9-qGPZjpS	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YVLAt-nhXlouVUx3b	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YVSRVLLUMXFcBRUB0	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YVpOovp4vdSVUuFMa	user	123	21	What does the causing the sauce to break entail, exactly? Does allowing it to boil ruin the mixture of ingredients somehow?
5c8d1bee1bb19f00019d519e	passive	-N4YWYCLD0iQTC8_erTG	agent	412	71	Thanks for your question! Whisking constantly, work the butter into the sauce, making sure to keep the sauce below the boil, lest it break. It should be silky and glossy, the butter is helping to enrich, thicken, and temper the acidic edge of the sauce even more. Sauces will usually break when there isn't enough liquid to hold the fat in suspension. Boiling removes liquid and therefore, the sauce might break.
5c8d1bee1bb19f00019d519e	passive	-N4YWvqeFEuWCe5uB5Sh	user	78	15	Thank you! I'll keep that in mind when attempting to make sauce in the future.
5c8d1bee1bb19f00019d519e	passive	-N4YWwSgJA2ideQ-ALI4	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YX8MMzolPSuqgoZV-	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YXALnliW1mcc6OPJc	user	4	1	Next
5c8d1bee1bb19f00019d519e	passive	-N4YXCCuEQdcJYl9MY_0	user	4	1	Next
55b3120cfdf99b6ef6263a71	passive	-N4D_irSwV_XgOMzKe9D	agent	292	51	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare The Best Buttermilk-Brined Southern Fried Chicken Recipe. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
55b3120cfdf99b6ef6263a71	passive	-N4DacK3EN-M9Ms9-VAA	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DakYzXhICEp2g0aHB	user	43	9	does it matter what type of paprika is used
55b3120cfdf99b6ef6263a71	passive	-N4DazSWhIObEPPxZz6W	agent	73	14	No it does not matter. Simply use paprika to add heat and peppery flavour
55b3120cfdf99b6ef6263a71	passive	-N4Db1IFzfcPPko5Zw9Z	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DbFr8MzVTq_uNu6ju	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DbhHxtdUJb-BkL08Z	user	92	19	why does the chicken have to rest in the zip lock back before its mixed in the flour mixture
55b3120cfdf99b6ef6263a71	passive	-N4Dc7YVFHwT-nhGu49n	agent	234	42	That's a really great question! You should place the chicken in a zip lock bag in order to brine it. An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading.
55b3120cfdf99b6ef6263a71	passive	-N4DcG5ta97kP0d2fLFC	user	55	12	does it matter if it sits for longer then the 24 hours?
55b3120cfdf99b6ef6263a71	passive	-N4DcZ8bL89GZoeRPLtF	agent	238	37	Usually, you should be brining your chicken breast anywhere from 30 minutes to two hours. However, a much, much longer brining time mitigates the effects of high-temperature frying, delivering a uniquely smooth, juicy texture to the meat.
55b3120cfdf99b6ef6263a71	passive	-N4DcjHgct0BItee8QVM	user	62	11	what does putting 3 tablespoons of marinade into the flour do?
55b3120cfdf99b6ef6263a71	passive	-N4DctSMrmtN9poorIcA	agent	48	10	I'm sorry I do not have answer for this question
55b3120cfdf99b6ef6263a71	passive	-N4Dd7LJTKeAUW71UCw6	user	65	12	can I skip putting the marinade into the flour before the chicken
55b3120cfdf99b6ef6263a71	passive	-N4DdEeviAdpXUtyAzdP	agent	49	10	I'm sorry, I do not think I have this information
55b3120cfdf99b6ef6263a71	passive	-N4DdGU1wJzjk5Rzxs6X	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DdRpFEKlkxw9P431E	user	52	10	how do i maintain the correct temperature of the oil
55b3120cfdf99b6ef6263a71	passive	-N4De59_YwscDpFolHvd	agent	299	54	We know that shimmering oil is hotter than pooled oil (it starts shimmering at around 300 to 400°F), while smoking oil is hotter still (depending on the type of oil, this begins at around 450 to 500°F). In other words, oil is a built-in temperature indicator so simply looking at it should be enough
55b3120cfdf99b6ef6263a71	passive	-N4DeEXO7RTHNUud7fs3	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DeooqdxaE9O9I-2MO	user	85	14	is the chicken transferred to the wire mesh immediately after coating with the flour?
55b3120cfdf99b6ef6263a71	passive	-N4Df5ci2vuEgWsQmeDI	agent	111	20	Yes, one piece at a time, transfer the coated chicken to a fine-mesh strainer and shake to remove excess flour.
55b3120cfdf99b6ef6263a71	passive	-N4DfDIUtoZfB0IfcqV0	user	66	16	what do I do if the chicken is sticking to the pan once in the oil
55b3120cfdf99b6ef6263a71	passive	-N4DfVTzMYP86Vb3tA0g	agent	454	84	To avoid that you should adjust the heat to maintain the temperature at 300°F for the duration of the cooking. Then fry the chicken until it’s a deep golden brown on the first side, about 6 minutes; do not move the chicken or start checking for doneness until it has fried for at least 3 minutes, or you may knock off the coating.  Then, carefully flip the chicken pieces with tongs and cook until the second side is golden brown, about 4 minutes longer.
55b3120cfdf99b6ef6263a71	passive	-N4DfdTPxMc1JJoQVW2E	user	19	5	should I use a lid?
55b3120cfdf99b6ef6263a71	passive	-N4DfwB9GkaLtPt1xHJE	agent	183	36	You can use a lid over the pan to cook through. Any lid will do (sauce pan, baking dish etc.) as long as it mostly covers the food being cooked, without touching it, and is heatproof.
55b3120cfdf99b6ef6263a71	passive	-N4Dg3VGfp-btehI4b76	user	63	14	does it matter what type of pan is used to fry the chicken in ?
55b3120cfdf99b6ef6263a71	passive	-N4Dg9PnC5Mi6v2vok8e	agent	53	10	It's highly recommended to use a wok or chicken fryer
55b3120cfdf99b6ef6263a71	passive	-N4DgFXaEaSADVDHIWX_	user	48	10	a lid will still allow the chicken to be crispy?
55b3120cfdf99b6ef6263a71	passive	-N4DgSKPrCPfue8NHHAw	agent	48	10	I'm sorry I do not have answer for this question
55b3120cfdf99b6ef6263a71	passive	-N4DgT79PLD5R4ilBvwx	user	50	12	If a lid is ues is the frying time still the same?
55b3120cfdf99b6ef6263a71	passive	-N4DgXAsqdBD1kOYeeVY	agent	49	10	I'm sorry, I do not think I have this information
55b3120cfdf99b6ef6263a71	passive	-N4DgXzx_PA5hkaJML04	user	50	12	If I lid is used is the frying time still the same
55b3120cfdf99b6ef6263a71	passive	-N4DgbLH-KE7iVBONoDj	agent	49	10	I'm sorry, I do not think I have this information
55b3120cfdf99b6ef6263a71	passive	-N4Dgbe7aVcDEx3JMVh9	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4Dh1DpwV3pklRNvcVp	user	45	10	will all the pieces be done at the same time?
55b3120cfdf99b6ef6263a71	passive	-N4DhJzXHy5KIOhaX7Qj	agent	245	36	No, you should bake until thickest part of breast pieces registers 150°F (65.5°C) on an instant-read thermometer, and thigh/drumstick pieces register 165°F (74°C), 5 to 10 minutesThen remove chicken pieces as they reach their target temperature.
55b3120cfdf99b6ef6263a71	passive	-N4DhNp2TT_hMvN_8zZS	user	4	1	next
55b3120cfdf99b6ef6263a71	passive	-N4DhbDAgCOiw6PQwcjF	user	37	8	Is the total fry time about 5 minutes
55b3120cfdf99b6ef6263a71	passive	-N4Di0QYxQnHG6OAsq-0	agent	304	56	No. Once you have gone through the previous steps you can simply serve the chicken. However, if you placed the chicken in the refrigerator for at least 1 hour, and up to overnight then you would have to reheat the oil to 400°F., add the chicken pieces and cook until completely crisp for about 5 minutes.
55b3120cfdf99b6ef6263a71	passive	-N4DiGEzC5dm6VH9SEbE	user	79	19	is it safe to use the oil your used in the beginning as you do in the last step
55b3120cfdf99b6ef6263a71	passive	-N4DieYHLwzIGMtuC2Nl	agent	294	59	You don't have to throw out used oil. Often you can reuse it many, many times! but there's no hard and fast rule for how many time you can reuse that oil. Distrust any source that gives a firm answer on the number times you can reuse oil. It's easy to tell when you'll need to replace your oil.
55b3120cfdf99b6ef6263a71	passive	-N4DioUzuzhQZ8gh4baE	user	64	14	is the oil safe since you cooked raw chicken in it to begin with
55b3120cfdf99b6ef6263a71	passive	-N4DjGInUoC6-i1JU8Kr	agent	561	97	I'm not sure I have an answer to your question. However, as a general rule  the more oil breaks down, the less hydrophobic it becomes. At first, this can actually be an advantage. Less hydrophobic molecules in your oil means that it can come into closer contact with foods, allowing them to fry just a bit more efficiently. However,   as this breakdown continues, your oil becomes less and less hydrophobic, and eventually it'll start entering your food too rapidly, causing it to turn greasy and ruining its crispness. At this point you would have to change it
55b3120cfdf99b6ef6263a71	passive	-N4DjYMkFCtBRowqXl-F	user	108	22	should a wire rack be used to drain and will using paper towels to drain cause  the chicken to not be crispy
55b3120cfdf99b6ef6263a71	passive	-N4Dk0pTW2VTESgTvCea	agent	117	21	You should transfer the chicken to a wire rack to let it drain. Alternatively, you can use a paper towel-lined plate.
55b3120cfdf99b6ef6263a71	passive	-N4Dk2SMKB1aFnQ7jO-V	user	4	1	next
qk8kmns74p	passive	-NAix54iqdXIjEMDjYoh	user	3	1	Hi!
qk8kmns74p	passive	-NAix6JsrC8Tpp9DgJzP	agent	399	70	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Souffle. Make sure you have all the ingredients and tools and feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!
qk8kmns74p	passive	-NAixEzjujJjN3utn-gz	user	23	5	What is a French whisk?
qk8kmns74p	passive	-NAixPwigc8HWVKWdW5_	user	4	1	Next
qk8kmns74p	passive	-NAixQ1MeejguZuNjhBD	agent	51	11	That's a great question. Let me see what I can find
qk8kmns74p	passive	-NAixYLnk74DBmOwGw1w	user	4	1	next
qk8kmns74p	passive	-NAixexovGPh512VoGHl	agent	49	10	I'm sorry, I do not think I have this information
qk8kmns74p	passive	-NAiy3-eaxdT_9LS-s9y	user	4	1	next
qk8kmns74p	passive	-NAiyDKgc2pQGhEqUwKY	user	42	9	What do I do if the mixture becomes lumpy?
qk8kmns74p	passive	-NAiyPfgQy9FqbjTbO37	user	35	9	Can I see a photo of step 2 please?
qk8kmns74p	passive	-NAiySnXvK65eocZPTVG	user	4	1	next
qk8kmns74p	passive	-NAiyUxLdQR1HIv_wILN	agent	295	51	You should keep whisking constantly, add milk in thin, steady stream, or in increments of a couple of tablespoons at a time, whisking thoroughly and getting into all corners of pan to maintain a lump-free texture. Sauce will initially become very thick, then get thin once all the milk is added.
qk8kmns74p	passive	-NAiybLTQEh2X7qLqrFX	user	4	1	next
qk8kmns74p	passive	-NAiydunxbk8ocZ25Hh-	agent	46	12	I'm sorry but I do not have a photo for step 2
qk8kmns74p	passive	-NAiysrq3_a2y1BIsqo4	user	33	5	when was bechamel sauce invented?
qk8kmns74p	passive	-NAiywomyjnxhCEPfBbs	agent	51	11	That's a great question! Let me see what I can find
qk8kmns74p	passive	-NAizayKf3y-Np_krVjk	agent	354	60	Balsamell or Besciamella is the Italian equivalent of the French Béchamel: a very simple white sauce of flour, butter and milk. The sauce was originally from Renaissance Tuscany and was known as "Salsa Colla or Colletta" ("glue sauce") because of the gluey consistency of the sauce, and was brought to France by the chefs of Catherina de' Medici in 1533.
qk8kmns74p	passive	-NAizgblSi9cdXarqzTA	user	4	1	next
qk8kmns74p	passive	-NAizkXjpKQLj6SVKDN9	user	4	1	next
qk8kmns74p	passive	-NAizuBNENvY5W2NghOc	user	24	5	what is cream of tartar?
qk8kmns74p	passive	-NAj-2OX0OTnA0PVEeID	user	4	1	next
qk8kmns74p	passive	-NAj-_VTqkqeTfeGm_2I	agent	49	10	I'm sorry, I do not think I have this information
qk8kmns74p	passive	-NAj-i46RYxjbyTC6lfq	user	4	1	next
qk8kmns74p	passive	-NAj-sl-0X4ZY8Mc7Ay2	user	4	1	next
qk8kmns74p	passive	-NAj-xJyQcExz0Q_a8bK	user	4	1	next
qk8kmns74p	passive	-NAj0-ThDuq9nAbI0eB_	user	4	1	next
qk8kmns74p	passive	-NAj08NXIPtRT5Z-nYTg	user	4	1	Next
qk8kmns74p	passive	-NAj09IwZVS2jHFd2vOW	agent	41	8	You reached the last step in this recipe.
qk8kmns74p	passive	-NAj0DQWajJekhMZMo5s	user	9	2	thank you
5fdbb3b4e66d7f061f78ea21	passive	-N96KKBpvbfxo8HnLTts	user	2	1	Hi
5fdbb3b4e66d7f061f78ea21	passive	-N96KOyXn3GVIsV1sSNe	agent	243	45	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
5fdbb3b4e66d7f061f78ea21	passive	-N96KdZIiTKA31u8akbo	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96Krc3Pui0QP2Vwyjc	user	48	10	Can you show me what the dough should look like?
5fdbb3b4e66d7f061f78ea21	passive	-N96L0UbjgMm237GIf3E	agent	85	16	You should stir it vigorously with a wooden spoon until a smooth ball of dough forms.
5fdbb3b4e66d7f061f78ea21	passive	-N96L3ja-8nF84GGgS0I	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96LDP88ha6fr6pdvDH	user	22	5	What mustard do I need
5fdbb3b4e66d7f061f78ea21	passive	-N96LJZbzi_pwmyS-5U2	user	36	9	Is it step four or step 3 to proceed
5fdbb3b4e66d7f061f78ea21	passive	-N96LNgoh3fFPuG8DIea	agent	28	5	You should use Dijon mustard
5fdbb3b4e66d7f061f78ea21	passive	-N96LQ0ubLgdGLSvxp7p	agent	34	5	Can you reformulate your question?
5fdbb3b4e66d7f061f78ea21	passive	-N96LRipZlkiglOJPNhC	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96Lbuicgmx88mA6tpZ	user	16	3	What is curdling
5fdbb3b4e66d7f061f78ea21	passive	-N96Lm0LN88AD7AxRoXJ	agent	418	65	In cookery, curdling is the breaking of an emulsion or colloid into large parts of different composition through the physico-chemical processes of flocculation, creaming, and coalescence. Curdling is intentional and desirable in making cheese and tofu; unintentional and undesirable in making sauces and custards. Curdling occurs naturally in cows' milk, if it is left open to air for a few days in a warm environment.
5fdbb3b4e66d7f061f78ea21	passive	-N96LpHOEYaCPYhDASVK	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96ME-FtO3K-ST9eaK_	user	32	6	What size baking sheet is needed
5fdbb3b4e66d7f061f78ea21	passive	-N96MMzNDxgPoGlHZlB_	user	49	11	Can you show a video of putting them in the water
5fdbb3b4e66d7f061f78ea21	passive	-N96MTuFzs-UMOnB_p-L	agent	87	16	it really depends on how much dough you have. Simply transfer to a rimmed baking sheet.
5fdbb3b4e66d7f061f78ea21	passive	-N96MVnK9CI5LoHVfT2u	agent	29	7	Let me see what I can find :)
5fdbb3b4e66d7f061f78ea21	passive	-N96MaNGee1lrBoJpKI6	agent	57	13	I'm sorry but I do not have a video on that specific step
5fdbb3b4e66d7f061f78ea21	passive	-N96MeX4rfMdVWL1RF4e	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96Mm435n4wpBPTU82Y	user	38	8	How long with the gnocchi need to cook
5fdbb3b4e66d7f061f78ea21	passive	-N96N-O1cFjiFolVmH1J	user	37	7	How long will the cooled gnocchi last
5fdbb3b4e66d7f061f78ea21	passive	-N96N-YQiBpAI6cHfPte	agent	167	29	You should wait until all gnocchi have floated to the top, then continue cooking until gnocchi are fully cooked to the center which should take about 3 minutes longer.
5fdbb3b4e66d7f061f78ea21	passive	-N96NAOuMplZxAlAQR7z	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96NEMPLLHdFHSqACz8	agent	54	12	I'm sorry but I do not have an answer to that question
5fdbb3b4e66d7f061f78ea21	passive	-N96NJ25keuUPM_e_tOM	user	4	1	Next
5fdbb3b4e66d7f061f78ea21	passive	-N96NKCjY5pmnVEPX-UC	agent	37	7	You reached the last step! Well done!
5fdbb3b4e66d7f061f78ea21	passive	-N96NPaYr0tLoqzNB0-y	user	8	1	Thankyou
60c48655811ab33a8f77dd34	passive	-N9kCFYldfpYhAsdpINW	user	5	1	hello
60c48655811ab33a8f77dd34	passive	-N9kCME2_VM37IKlDeLX	agent	241	45	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare pesto. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
60c48655811ab33a8f77dd34	passive	-N9kCjIqWEAD9dth-tA7	user	4	1	next
60c48655811ab33a8f77dd34	passive	-N9kCneKuWJo9VtRnNtY	user	27	6	is it possible to grate it?
60c48655811ab33a8f77dd34	passive	-N9kCrZ8UgXmqc6Hp0WL	user	47	9	what is the best technique to pound the garlic?
60c48655811ab33a8f77dd34	passive	-N9kCrs9ZOpF_2g6L413	agent	53	10	I'm not sure I understand you. Can you rephrase this?
60c48655811ab33a8f77dd34	passive	-N9kCyFFwD0B_X6Y4GLX	user	58	11	is it possible to grate the garlic instead of pounding it?
60c48655811ab33a8f77dd34	passive	-N9kD1os862rQHrKkEUB	agent	37	9	Ok thanks! Let me see what I can find
60c48655811ab33a8f77dd34	passive	-N9kDEYbkHarSQORdLRq	user	2	1	ok
60c48655811ab33a8f77dd34	passive	-N9kDHWg72FY2T6q1-XX	agent	49	10	it is recommended to pound the garlic to a paste.
60c48655811ab33a8f77dd34	passive	-N9kDIumEpgzVE8UY4cG	user	8	1	thankyou
60c48655811ab33a8f77dd34	passive	-N9kDLgcVd1sJze5Y2By	user	55	11	can you show me the best technique to pound the garlic?
60c48655811ab33a8f77dd34	passive	-N9kDcc97IfsL4cOSibj	agent	57	11	Yes sure! Just check this video from minutes 0.59 to 1.20
60c48655811ab33a8f77dd34	passive	-N9kDuSeA_kIiMwJPy3K	user	74	14	does the material of the mortar and pestle make a difference to the taste?
60c48655811ab33a8f77dd34	passive	-N9kE9pzt4Ju38hf7KgW	agent	26	7	Let me see what I can find
60c48655811ab33a8f77dd34	passive	-N9kEC4Rh5FnOiVuRXdU	user	9	2	thank you
60c48655811ab33a8f77dd34	passive	-N9kEkioJkg-ZeIOz-7u	user	26	6	im ready for the next step
60c48655811ab33a8f77dd34	passive	-N9kEouthEuUPY0A_fCs	agent	575	105	That's a really good question. So does It Matter What Kind of Mortar and Pestle You Use for Pesto? So if you use a ceramic mortar with a narrow ceramic pestle, the results are good, but the sauce never fully emulsifies.  The Thai granite mortar and pestle does a much better job, but it still didn't come close to the effectiveness of the Italian marble mortar with the large wooden pestle.  That large pestle head is perfect for efficiently smashing the garlic to paste, and the pine nuts, too. The basil yields under it in a fraction of the time and breaks down more fully.
60c48655811ab33a8f77dd34	passive	-N9kEwweX6lG7a4n-16H	user	29	5	thank you that is interesting
60c48655811ab33a8f77dd34	passive	-N9kF0HClC0j7Se-n4Aq	user	48	9	can you substitute the pine nuts with other nuts
60c48655811ab33a8f77dd34	passive	-N9kF75vpa6gpVEOV0gV	agent	78	15	Most recipes for pesto sauce call for pine nuts, but you can also use walnuts.
60c48655811ab33a8f77dd34	passive	-N9kF8oFdd2FE1na4eM1	user	12	3	ok thank you
60c48655811ab33a8f77dd34	passive	-N9kFBUqHYpPRTmlYsmn	user	26	6	im ready for the next step
60c48655811ab33a8f77dd34	passive	-N9kFG9xSWW0_fWeZ9AZ	user	40	8	does the type of salt make a difference?
60c48655811ab33a8f77dd34	passive	-N9kFRQQHw5DKgalUEE0	user	39	8	do the basil leaves need to be organic?
60c48655811ab33a8f77dd34	passive	-N9kFTGV_R-qHyZWkaRe	agent	68	14	You should use coarse sea salt, as needed as it acts as an abrasive.
60c48655811ab33a8f77dd34	passive	-N9kFVetHe5hfygNBLuS	user	12	3	ok thank you
